Teacher_ID,Full_Name,Gender,Country,Primary_Subject,Secondary_Subject,Education_Level,Years_of_Experience,Teaching_Style,Certifications,Availability,Language,Student_Rating,Courses_Taught,Is_Research_Active,Email
T00183,Scott Carter,Female,Canada,Chemistry,Computer Science,Bachelors,35,Project-based,TESOL,Part-time,French,4.02,89,True,scott.carter@example.edu
T00184,Paul Small,Non-Binary,France,Chemistry,English,Masters,15,Hybrid,PGCE,Full-time,English,3.97,60,True,paul.small@example.edu
T00185,Matthew Torres,Male,Canada,Mathematics,History,Bachelors,15,Interactive,TESOL,Part-time,German,2.97,46,False,matthew.torres@example.edu
T00186,Keith Watkins,Male,Germany,Biology,Chemistry,PhD,4,Interactive,PGCE,Part-time,Spanish,2.89,84,True,keith.watkins@example.edu
T00187,Christopher Cunningham,Non-Binary,Canada,Physics,Biology,Bachelors,33,Project-based,None,Part-time,Spanish,4.48,92,False,christopher.cunningham@example.edu
T00188,Emily Hubbard,Non-Binary,Australia,Physics,Philosophy,Masters,36,Lecture-based,B.Ed,Part-time,German,4.43,51,True,emily.hubbard@example.edu
T00189,Jesus Adams,Male,India,History,Geography,Bachelors,18,Lecture-based,TESOL,Full-time,Spanish,3.95,75,True,jesus.adams@example.edu
T00190,Chelsea Stone,Non-Binary,Germany,Computer Science,Physics,Bachelors,1,Project-based,TESOL,Full-time,German,2.87,49,False,chelsea.stone@example.edu
T00191,Elizabeth Lee,Female,Australia,Philosophy,Geography,Bachelors,1,Flipped Classroom,B.Ed,Visiting,German,4.46,44,True,elizabeth.lee@example.edu
T00192,Natalie Duncan,Male,Canada,Chemistry,Geography,PhD,19,Interactive,M.Ed,Visiting,French,3.01,91,True,natalie.duncan@example.edu
T00193,Emily Adams,Female,USA,Philosophy,Computer Science,PhD,11,Hybrid,TESOL,Visiting,English,3.16,92,True,emily.adams@example.edu
T00194,Scott Johnson,Male,Germany,Computer Science,Biology,Masters,14,Interactive,TESOL,Full-time,Spanish,4.88,76,False,scott.johnson@example.edu
T00195,Ronald Jackson,Female,India,Economics,Mathematics,PhD,37,Project-based,Online Certifications,Full-time,French,3.88,90,True,ronald.jackson@example.edu
T00196,Kelly Hoover,Non-Binary,UK,Mathematics,Economics,PhD,8,Project-based,M.Ed,Part-time,French,4.54,95,True,kelly.hoover@example.edu
T00197,Teresa Perry,Male,France,Biology,Computer Science,PhD,39,Lecture-based,B.Ed,Visiting,English,3.85,62,False,teresa.perry@example.edu
T00198,Sandra Thomas,Non-Binary,France,Biology,Economics,PhD,15,Lecture-based,TESOL,Full-time,French,3.15,75,False,sandra.thomas@example.edu
T00199,Joshua Pearson,Female,USA,Economics,English,Bachelors,1,Hybrid,None,Visiting,Mandarin,4.12,19,False,joshua.pearson@example.edu
T00200,Sarah Kelly,Female,UK,Biology,Chemistry,Masters,30,Hybrid,TESOL,Visiting,English,2.76,18,False,sarah.kelly@example.edu
T00201,John Lee,Female,USA,History,Philosophy,PhD,17,Interactive,None,Full-time,English,2.56,15,True,john.lee@example.edu
T00202,Abigail Rodriguez,Non-Binary,UK,History,Mathematics,PhD,27,Lecture-based,M.Ed,Part-time,German,2.7,40,False,abigail.rodriguez@example.edu
T00203,Adam Forbes,Male,France,Physics,Biology,Masters,33,Interactive,M.Ed,Part-time,English,3.4,20,True,adam.forbes@example.edu
T00204,Mr. Wesley Garcia,Female,Australia,English,Biology,PhD,11,Flipped Classroom,None,Full-time,English,3.5,60,False,mr..wesley.garcia@example.edu
T00205,Andrew Ray,Male,India,English,Economics,PhD,32,Interactive,B.Ed,Full-time,Spanish,3.8,96,True,andrew.ray@example.edu
T00206,Leah Barnes,Non-Binary,Australia,Physics,Chemistry,PhD,2,Flipped Classroom,M.Ed,Visiting,Spanish,3.99,94,True,leah.barnes@example.edu
T00207,Aaron Chang,Male,UK,Chemistry,Computer Science,PhD,16,Interactive,PGCE,Visiting,French,4.63,71,False,aaron.chang@example.edu
T00208,Kimberly Fields,Male,India,Chemistry,History,PhD,25,Interactive,M.Ed,Full-time,German,4.97,57,False,kimberly.fields@example.edu
T00209,Brooke Lindsey,Non-Binary,Canada,English,Geography,Bachelors,19,Lecture-based,M.Ed,Part-time,Mandarin,4.73,21,True,brooke.lindsey@example.edu
T00210,Donald Long,Male,Germany,Chemistry,Physics,Masters,5,Flipped Classroom,M.Ed,Part-time,English,2.87,22,False,donald.long@example.edu
T00211,Andrew Roberts,Male,France,Biology,Chemistry,PhD,14,Lecture-based,Online Certifications,Part-time,English,4.7,10,False,andrew.roberts@example.edu
T00212,Ernest Peters,Male,Germany,Chemistry,Geography,Masters,19,Interactive,None,Visiting,German,3.86,55,False,ernest.peters@example.edu
T00213,Deborah Dickson,Male,Canada,Physics,Mathematics,PhD,13,Interactive,Online Certifications,Visiting,German,4.63,99,False,deborah.dickson@example.edu
T00214,Catherine Davis,Male,Australia,Philosophy,Economics,Masters,8,Flipped Classroom,None,Part-time,Mandarin,4.65,16,False,catherine.davis@example.edu
T00215,Taylor Frank,Female,France,Philosophy,Mathematics,PhD,6,Lecture-based,PGCE,Full-time,Spanish,3.25,52,True,taylor.frank@example.edu
T00216,James Davis,Non-Binary,UK,Chemistry,Philosophy,Masters,7,Interactive,Online Certifications,Visiting,Mandarin,4.93,6,True,james.davis@example.edu
T00217,Erik Murphy,Male,USA,Mathematics,Philosophy,PhD,40,Hybrid,None,Full-time,English,2.95,73,True,erik.murphy@example.edu
T00218,Priscilla Fisher,Non-Binary,France,Geography,English,Masters,16,Flipped Classroom,Online Certifications,Full-time,Mandarin,3.21,42,False,priscilla.fisher@example.edu
T00219,James Bradley,Non-Binary,Canada,English,Philosophy,Bachelors,28,Flipped Classroom,None,Visiting,Mandarin,4.6,85,True,james.bradley@example.edu
T00220,David Herring,Non-Binary,Australia,History,Economics,PhD,8,Flipped Classroom,None,Visiting,German,2.8,41,False,david.herring@example.edu
T00221,Alexandra Morton,Female,India,Geography,Mathematics,PhD,10,Interactive,B.Ed,Visiting,French,2.78,35,True,alexandra.morton@example.edu
T00222,Ashley Adkins,Non-Binary,Germany,English,Biology,Masters,39,Interactive,None,Visiting,French,2.83,30,False,ashley.adkins@example.edu
T00223,Stacey Harris,Male,Australia,Economics,Philosophy,Bachelors,32,Hybrid,B.Ed,Visiting,Spanish,4.56,74,True,stacey.harris@example.edu
T00224,Melissa Dixon,Non-Binary,Germany,English,Biology,PhD,2,Lecture-based,Online Certifications,Visiting,Spanish,3.6,26,False,melissa.dixon@example.edu
T00225,Brandon Mejia,Female,India,Computer Science,Mathematics,Bachelors,2,Hybrid,Online Certifications,Full-time,German,3.51,77,False,brandon.mejia@example.edu
T00226,Melissa Young,Non-Binary,USA,Physics,English,Masters,11,Flipped Classroom,None,Part-time,Mandarin,2.51,61,False,melissa.young@example.edu
T00227,Donald Moore,Male,Canada,Biology,Computer Science,Masters,17,Interactive,Online Certifications,Full-time,French,2.68,31,True,donald.moore@example.edu
T00228,Jonathan Barry,Female,USA,History,Geography,Masters,4,Interactive,PGCE,Visiting,Mandarin,2.69,93,False,jonathan.barry@example.edu
T00229,Daniel Johnson,Female,USA,English,Physics,PhD,39,Interactive,B.Ed,Visiting,German,4.55,78,False,daniel.johnson@example.edu
T00230,Anthony Rios,Female,Canada,Mathematics,Mathematics,PhD,37,Lecture-based,M.Ed,Full-time,German,4.11,84,False,anthony.rios@example.edu
T00231,Joe Navarro,Male,UK,Mathematics,Biology,PhD,25,Flipped Classroom,None,Full-time,English,4.62,75,False,joe.navarro@example.edu
T00232,Jose Nunez,Female,India,Chemistry,Mathematics,PhD,27,Project-based,M.Ed,Visiting,French,4.28,90,False,jose.nunez@example.edu
T00233,Michelle Marshall,Female,France,Mathematics,Physics,Masters,4,Project-based,Online Certifications,Visiting,English,2.55,40,True,michelle.marshall@example.edu
T00234,Dean Thompson,Male,India,Economics,Mathematics,Bachelors,29,Hybrid,B.Ed,Part-time,Mandarin,2.72,38,True,dean.thompson@example.edu
T00235,Maria Lee,Non-Binary,France,English,Computer Science,Bachelors,40,Flipped Classroom,Online Certifications,Part-time,Spanish,3.27,34,True,maria.lee@example.edu
T00236,Kayla Brown,Female,Germany,Economics,Geography,PhD,3,Flipped Classroom,B.Ed,Visiting,French,4.83,12,True,kayla.brown@example.edu
T00237,Kelly Hill,Female,Australia,Economics,Philosophy,Masters,34,Flipped Classroom,TESOL,Full-time,German,4.77,32,True,kelly.hill@example.edu
T00238,Steven Coleman,Female,India,Physics,Physics,Masters,20,Lecture-based,TESOL,Visiting,German,4.1,92,False,steven.coleman@example.edu
T00239,Rhonda Dean,Female,India,Mathematics,Mathematics,Bachelors,23,Project-based,TESOL,Full-time,Mandarin,4.55,43,True,rhonda.dean@example.edu
T00240,Michael Ryan,Female,Germany,Economics,Economics,Bachelors,8,Interactive,None,Visiting,French,3.34,27,True,michael.ryan@example.edu
T00241,Ashley Burke,Non-Binary,Germany,Geography,Physics,Masters,30,Lecture-based,B.Ed,Part-time,Spanish,3.17,15,False,ashley.burke@example.edu
T00242,Rachel Estes,Male,USA,Economics,Biology,PhD,34,Hybrid,TESOL,Full-time,German,4.09,22,False,rachel.estes@example.edu
T00243,Phillip Johnson,Female,India,English,Physics,Masters,28,Project-based,TESOL,Full-time,French,4.13,70,True,phillip.johnson@example.edu
T00244,Charles Serrano,Non-Binary,France,Economics,Biology,Bachelors,7,Project-based,M.Ed,Visiting,German,2.92,6,False,charles.serrano@example.edu
T00245,Gregory Chavez,Male,Australia,Economics,English,PhD,7,Lecture-based,TESOL,Visiting,French,3.22,44,False,gregory.chavez@example.edu
T00246,Scott Grant,Non-Binary,Canada,Philosophy,Economics,Masters,23,Hybrid,PGCE,Full-time,German,3.35,22,True,scott.grant@example.edu
T00247,Amber York,Female,UK,Economics,Physics,PhD,40,Hybrid,PGCE,Full-time,English,4.7,70,False,amber.york@example.edu
T00248,Casey Lopez,Male,Australia,English,Philosophy,PhD,21,Project-based,None,Full-time,Mandarin,4.76,54,True,casey.lopez@example.edu
T00249,Jamie Branch,Male,USA,History,Physics,Masters,31,Hybrid,None,Full-time,Mandarin,2.93,28,True,jamie.branch@example.edu
T00250,Amanda Velasquez,Non-Binary,USA,Chemistry,Mathematics,Masters,4,Hybrid,B.Ed,Part-time,Mandarin,2.59,72,False,amanda.velasquez@example.edu
T00251,Denise Cannon,Female,Germany,Computer Science,Chemistry,Masters,2,Flipped Classroom,None,Visiting,Mandarin,4.52,24,True,denise.cannon@example.edu
T00252,Alison Nelson,Male,USA,Chemistry,Biology,Masters,32,Lecture-based,PGCE,Visiting,German,3.36,73,True,alison.nelson@example.edu
T00253,Mr. Dustin Mccarty,Female,France,English,Physics,Bachelors,15,Flipped Classroom,B.Ed,Full-time,English,4.15,33,False,mr..dustin.mccarty@example.edu
T00254,Eric Stewart,Male,UK,Physics,Economics,Masters,20,Lecture-based,None,Part-time,Spanish,2.97,83,False,eric.stewart@example.edu
T00255,Ashley Johnson,Non-Binary,Germany,Computer Science,Mathematics,PhD,9,Interactive,TESOL,Full-time,Mandarin,2.55,74,True,ashley.johnson@example.edu
T00256,Sheila Robinson,Female,Australia,Economics,English,Bachelors,39,Interactive,M.Ed,Full-time,Mandarin,4.79,30,True,sheila.robinson@example.edu
T00257,Jennifer Navarro,Non-Binary,UK,Physics,English,Masters,10,Interactive,B.Ed,Full-time,Mandarin,2.56,17,False,jennifer.navarro@example.edu
T00258,Donald Stevens,Female,Germany,Physics,Physics,Masters,14,Flipped Classroom,M.Ed,Visiting,French,4.71,50,False,donald.stevens@example.edu
T00259,Kevin Walker,Male,Canada,Mathematics,Philosophy,Masters,3,Interactive,TESOL,Part-time,Spanish,3.7,90,False,kevin.walker@example.edu
T00260,Michael Ramirez,Female,Australia,Economics,Mathematics,Bachelors,15,Project-based,B.Ed,Full-time,Mandarin,2.78,75,True,michael.ramirez@example.edu
T00261,Monica Massey,Non-Binary,USA,Economics,Mathematics,Masters,38,Project-based,M.Ed,Visiting,French,4.67,39,True,monica.massey@example.edu
T00262,Crystal Parker,Non-Binary,UK,History,Physics,PhD,30,Project-based,B.Ed,Visiting,French,2.65,97,True,crystal.parker@example.edu
T00263,Erin Wilson,Male,Germany,Mathematics,English,PhD,21,Hybrid,TESOL,Visiting,Spanish,3.58,78,True,erin.wilson@example.edu
T00264,Sarah Fowler,Non-Binary,Canada,English,Economics,PhD,32,Lecture-based,B.Ed,Part-time,French,3.56,76,True,sarah.fowler@example.edu
T00265,Patricia Dodson,Male,USA,Computer Science,Geography,PhD,21,Flipped Classroom,M.Ed,Full-time,German,4.13,55,True,patricia.dodson@example.edu
T00266,Steven Shepherd,Female,France,Computer Science,English,Masters,34,Hybrid,None,Visiting,French,3.19,56,True,steven.shepherd@example.edu
T00267,Victoria Underwood,Male,Australia,Philosophy,English,Bachelors,14,Flipped Classroom,B.Ed,Full-time,French,2.54,49,True,victoria.underwood@example.edu
T00268,Tina Brooks,Female,UK,Chemistry,History,Masters,29,Flipped Classroom,TESOL,Visiting,French,4.93,85,False,tina.brooks@example.edu
T00269,Emily Rodriguez,Male,Germany,English,English,Bachelors,31,Lecture-based,B.Ed,Part-time,German,4.37,6,False,emily.rodriguez@example.edu
T00270,Michael Boyer,Female,France,Geography,Mathematics,Bachelors,7,Flipped Classroom,M.Ed,Part-time,French,3.12,86,False,michael.boyer@example.edu
T00271,Lindsay Soto,Female,Australia,History,Chemistry,Bachelors,5,Interactive,M.Ed,Part-time,German,3.88,20,True,lindsay.soto@example.edu
T00272,Beverly Wilkins,Female,France,Biology,Computer Science,PhD,27,Hybrid,B.Ed,Part-time,Mandarin,2.87,54,True,beverly.wilkins@example.edu
T00273,Dylan Brady,Female,USA,Physics,Philosophy,PhD,21,Interactive,PGCE,Full-time,Mandarin,3.04,57,False,dylan.brady@example.edu
T00274,Emily Ellis,Male,Australia,Economics,Biology,Bachelors,22,Interactive,TESOL,Full-time,German,4.73,48,True,emily.ellis@example.edu
T00275,Amanda Davis,Non-Binary,France,Chemistry,Chemistry,PhD,7,Interactive,PGCE,Full-time,Mandarin,2.88,52,True,amanda.davis@example.edu
T00276,Mikayla Thomas,Female,Canada,Philosophy,English,PhD,1,Project-based,PGCE,Visiting,English,3.72,56,False,mikayla.thomas@example.edu
T00277,Robert Stephens,Female,Australia,Economics,Philosophy,Masters,4,Hybrid,None,Visiting,Mandarin,4.11,72,False,robert.stephens@example.edu
T00278,Danielle Martinez,Male,France,Economics,Geography,Masters,14,Lecture-based,None,Visiting,Spanish,2.65,11,True,danielle.martinez@example.edu
T00279,Joann Young,Female,India,Computer Science,Mathematics,PhD,16,Project-based,TESOL,Full-time,German,3.45,54,False,joann.young@example.edu
T00280,Nicholas Turner,Female,Canada,Computer Science,Mathematics,PhD,6,Hybrid,M.Ed,Part-time,German,4.1,63,True,nicholas.turner@example.edu
T00281,Vanessa Carson,Non-Binary,USA,Economics,Computer Science,Masters,4,Hybrid,TESOL,Visiting,Mandarin,4.85,87,True,vanessa.carson@example.edu
T00282,James Johnson,Female,UK,Biology,Geography,Bachelors,31,Hybrid,B.Ed,Visiting,Mandarin,4.78,63,False,james.johnson@example.edu
T00283,Tanya Lopez MD,Non-Binary,UK,Mathematics,English,Bachelors,32,Flipped Classroom,M.Ed,Full-time,Mandarin,3.12,69,False,tanya.lopez.md@example.edu
T00284,Christopher Sosa,Female,France,Mathematics,Economics,Masters,15,Lecture-based,Online Certifications,Part-time,French,3.81,95,False,christopher.sosa@example.edu
T00285,Jeremy Daniels,Male,UK,Computer Science,Chemistry,Bachelors,14,Lecture-based,TESOL,Visiting,English,3.76,33,True,jeremy.daniels@example.edu
T00286,Debra Mitchell,Male,India,Computer Science,Philosophy,PhD,20,Lecture-based,Online Certifications,Visiting,Spanish,2.57,22,True,debra.mitchell@example.edu
T00287,Justin Dunlap,Female,India,Economics,Philosophy,Masters,21,Lecture-based,B.Ed,Visiting,English,3.38,28,True,justin.dunlap@example.edu
T00288,Erin Coleman,Non-Binary,France,Mathematics,Computer Science,Masters,23,Flipped Classroom,Online Certifications,Full-time,German,4.22,63,True,erin.coleman@example.edu
T00289,Penny Osborne,Female,Canada,Chemistry,Chemistry,Bachelors,19,Flipped Classroom,None,Full-time,German,3.77,77,True,penny.osborne@example.edu
T00290,Christopher Sanders,Female,India,Physics,History,Bachelors,1,Hybrid,Online Certifications,Full-time,French,3.16,11,False,christopher.sanders@example.edu
T00291,Valerie Cuevas,Male,Canada,English,Economics,PhD,31,Project-based,TESOL,Part-time,Mandarin,3.47,63,True,valerie.cuevas@example.edu
T00292,Whitney Stephens,Female,UK,Chemistry,Physics,PhD,5,Hybrid,TESOL,Part-time,English,4.07,18,True,whitney.stephens@example.edu
T00293,Jeffrey Sanders,Non-Binary,India,Philosophy,Geography,Bachelors,13,Interactive,Online Certifications,Full-time,German,4.26,26,False,jeffrey.sanders@example.edu
T00294,Eric Sexton,Female,Germany,English,English,PhD,34,Lecture-based,PGCE,Full-time,Mandarin,3.7,72,False,eric.sexton@example.edu
T00295,Nicole Bell,Male,USA,Computer Science,English,Bachelors,35,Lecture-based,Online Certifications,Visiting,Spanish,3.45,62,True,nicole.bell@example.edu
T00296,Natasha Fischer,Female,Germany,Philosophy,Physics,PhD,34,Lecture-based,None,Visiting,German,3.48,27,False,natasha.fischer@example.edu
T00297,Connor Jones,Female,India,Chemistry,Biology,Bachelors,11,Interactive,None,Full-time,Spanish,2.8,38,False,connor.jones@example.edu
T00298,Joseph Oneill,Male,India,Geography,Philosophy,Bachelors,27,Hybrid,TESOL,Part-time,English,2.84,99,False,joseph.oneill@example.edu
T00299,Noah Dixon,Female,Canada,English,Mathematics,PhD,4,Flipped Classroom,PGCE,Visiting,Spanish,3.56,67,False,noah.dixon@example.edu
T00300,Jessica King,Female,USA,Chemistry,Chemistry,Bachelors,8,Lecture-based,Online Certifications,Part-time,German,4.13,88,False,jessica.king@example.edu
T00301,Gloria Smith,Male,Germany,Geography,Chemistry,Bachelors,32,Flipped Classroom,None,Full-time,Spanish,4.48,20,True,gloria.smith@example.edu
T00302,Dylan Pineda,Female,USA,Economics,English,Masters,39,Interactive,M.Ed,Part-time,Spanish,3.37,53,True,dylan.pineda@example.edu
T00303,Monica Nelson,Female,Canada,Economics,Geography,Bachelors,38,Hybrid,B.Ed,Part-time,German,4.42,41,True,monica.nelson@example.edu
T00304,Jack Chapman,Male,France,Mathematics,Philosophy,Masters,14,Project-based,TESOL,Visiting,English,2.87,85,False,jack.chapman@example.edu
T00305,Todd Wise,Non-Binary,Germany,Biology,Philosophy,Masters,2,Hybrid,PGCE,Part-time,Spanish,3.41,95,False,todd.wise@example.edu
T00306,Betty Sanders,Male,UK,Chemistry,Physics,Masters,13,Hybrid,None,Visiting,English,4.31,45,False,betty.sanders@example.edu
T00307,Theresa Wilson,Non-Binary,India,Chemistry,Biology,PhD,18,Hybrid,M.Ed,Visiting,Mandarin,3.08,11,True,theresa.wilson@example.edu
T00308,Perry Moore,Female,Germany,English,Economics,PhD,31,Hybrid,TESOL,Visiting,French,4.83,38,True,perry.moore@example.edu
T00309,Justin Floyd,Male,France,Mathematics,History,Bachelors,39,Interactive,None,Part-time,French,4.35,99,True,justin.floyd@example.edu
T00310,Gary Hopkins,Non-Binary,India,Physics,Biology,Masters,2,Project-based,None,Full-time,French,4.89,53,False,gary.hopkins@example.edu
T00311,Mark Coleman,Female,Germany,Economics,Geography,Masters,10,Interactive,PGCE,Full-time,French,2.98,72,False,mark.coleman@example.edu
T00312,Angela Hall,Female,USA,English,Physics,PhD,34,Flipped Classroom,M.Ed,Part-time,Spanish,4.2,55,False,angela.hall@example.edu
T00313,Allen Thompson,Male,Germany,Chemistry,Economics,Masters,21,Flipped Classroom,TESOL,Visiting,German,3.19,47,False,allen.thompson@example.edu
T00314,Joseph Ross,Female,France,Economics,Computer Science,Bachelors,26,Project-based,None,Full-time,French,4.82,34,True,joseph.ross@example.edu
